city,state,traffic_volume,avg_speed_kmh,congestion_level,weather_condition,incident_type,road_type,lane_closure
New York,IL,3560,96.67,Medium,Clear,Accident,Rural,No
San Jose,IL,4969,65.18,High,Cloudy,None,Urban,Yes
San Antonio,CA,4824,79.97,Low,Cloudy,Accident,Rural,No
San Antonio,TX,835,30.31,Medium,Fog,Breakdown,Expressway,No
New York,IL,1883,104.77,High,Rain,Accident,Urban,Yes
Dallas,NY,1041,49.91,Medium,Snow,None,Rural,No
San Diego,PA,4256,63.03,Low,Clear,None,Expressway,Yes
Houston,PA,1833,48.74,Low,Clear,None,Urban,Yes
San Jose,AZ,1234,108.11,High,Snow,Accident,Expressway,Yes
Phoenix,IL,2511,109.08,Medium,Cloudy,Breakdown,Highway,Yes
Los Angeles,CA,1718,34.67,Medium,Fog,Construction,Rural,No
Dallas,NY,2363,92.8,High,Snow,Breakdown,Urban,No
Philadelphia,CA,621,21.32,Low,Cloudy,Breakdown,Rural,No
Chicago,IL,4350,13.28,Low,Clear,Breakdown,Expressway,Yes
San Antonio,NY,3788,102.02,Medium,Cloudy,Accident,Expressway,No
Dallas,AZ,633,24.43,High,Rain,Accident,Rural,No
Chicago,AZ,2270,27.03,Medium,Fog,Breakdown,Urban,No
Los Angeles,AZ,357,76.72,Low,Rain,Breakdown,Expressway,No
San Antonio,TX,4595,99.84,Low,Rain,Construction,Rural,No
San Antonio,CA,111,30.86,Low,Cloudy,Breakdown,Expressway,No
Houston,IL,4620,22.56,Medium,Cloudy,Construction,Highway,No
Dallas,NY,3838,18.51,High,Snow,Breakdown,Urban,No
San Diego,PA,2183,12.73,Medium,Clear,Construction,Expressway,Yes
New York,PA,2009,22.81,High,Fog,Construction,Urban,Yes
New York,CA,2082,113.7,Medium,Rain,Accident,Highway,Yes
Phoenix,IL,3812,20.48,High,Cloudy,Construction,Expressway,Yes
Philadelphia,TX,2836,75.73,High,Clear,Accident,Highway,Yes
Chicago,IL,1592,111.31,Low,Snow,Accident,Urban,No
Dallas,CA,1725,79.06,Low,Cloudy,Breakdown,Highway,No
San Jose,IL,4671,13.6,Medium,Snow,Breakdown,Highway,No
Philadelphia,PA,83,75.61,High,Cloudy,Breakdown,Highway,Yes
Houston,PA,4011,109.34,Low,Fog,None,Rural,No
San Antonio,NY,2849,45.48,Medium,Rain,None,Expressway,No
San Diego,TX,1905,44.5,Low,Snow,Construction,Rural,No
Dallas,PA,3730,37.37,High,Snow,Accident,Highway,No
Philadelphia,NY,2735,65.61,Low,Snow,None,Urban,Yes
Philadelphia,TX,1107,36.17,Medium,Cloudy,Construction,Rural,Yes
San Diego,PA,4551,89.62,Medium,Snow,Construction,Rural,No
Phoenix,TX,3011,80.93,Medium,Cloudy,None,Urban,No
Chicago,IL,4438,54.09,Medium,Cloudy,Accident,Urban,No
Chicago,NY,2677,89.48,Low,Fog,None,Expressway,Yes
Philadelphia,TX,3870,20.83,Medium,Cloudy,Construction,Expressway,No
Los Angeles,TX,3207,92.45,Medium,Clear,Construction,Rural,Yes
Philadelphia,IL,3693,76.32,Low,Snow,None,Highway,Yes
Philadelphia,PA,3812,79.31,Low,Rain,Breakdown,Urban,Yes
San Diego,PA,2181,17.11,High,Snow,None,Urban,No
San Antonio,CA,656,77.99,Medium,Clear,Construction,Highway,Yes
San Diego,CA,2405,64.35,Low,Cloudy,Construction,Urban,Yes
Dallas,PA,2349,63.44,Medium,Fog,None,Urban,Yes
Philadelphia,AZ,3966,45.4,Low,Cloudy,Construction,Rural,No
Chicago,AZ,4325,10.84,Low,Fog,Construction,Expressway,Yes
San Jose,TX,1383,56.49,Medium,Rain,Breakdown,Highway,Yes
Chicago,PA,4058,54.1,High,Snow,Breakdown,Highway,Yes
New York,CA,2523,56.51,Medium,Cloudy,None,Rural,Yes
Phoenix,TX,3607,77.32,High,Fog,None,Expressway,Yes
Houston,NY,3783,42.99,High,Fog,Construction,Urban,Yes
Dallas,CA,2136,39.63,Medium,Clear,Construction,Urban,No
Dallas,CA,3400,64.76,High,Clear,Breakdown,Highway,No
Phoenix,CA,4961,75.15,Medium,Snow,Breakdown,Expressway,No
San Jose,AZ,425,72.41,Low,Fog,Accident,Rural,No
Houston,IL,2002,106.98,High,Rain,Accident,Rural,Yes
San Antonio,IL,3760,94.61,Medium,Fog,Accident,Urban,No
Philadelphia,AZ,2138,15.74,High,Fog,None,Urban,Yes
Houston,PA,1743,71.98,Medium,Cloudy,Construction,Expressway,No
San Jose,PA,3605,55.96,Medium,Cloudy,None,Rural,Yes
Los Angeles,AZ,4330,49.72,High,Clear,Breakdown,Rural,Yes
New York,AZ,121,115.37,Low,Cloudy,Accident,Urban,Yes
Houston,PA,1824,60.25,Low,Fog,Accident,Expressway,Yes
Houston,IL,623,89.14,High,Cloudy,None,Rural,No
New York,TX,4714,116.38,Medium,Clear,Construction,Urban,Yes
Philadelphia,AZ,4116,26.61,Low,Snow,Accident,Rural,No
Houston,TX,3757,16.01,Medium,Rain,None,Highway,No
New York,TX,202,44.5,High,Fog,Construction,Highway,No
New York,NY,778,14.89,Medium,Rain,Breakdown,Expressway,Yes
New York,IL,2329,22.84,Low,Snow,Construction,Highway,Yes
San Diego,TX,1602,119.09,Low,Fog,Accident,Expressway,No
San Jose,IL,3713,115.62,High,Rain,Breakdown,Highway,No
San Diego,IL,3617,86.04,High,Snow,Construction,Highway,Yes
Los Angeles,NY,4321,92.83,High,Fog,Construction,Highway,No
San Antonio,PA,4394,25.45,Medium,Snow,Accident,Rural,Yes
San Diego,IL,3156,75.48,Low,Fog,None,Expressway,Yes
San Diego,TX,4946,26.99,High,Fog,None,Highway,Yes
San Jose,PA,1049,51.62,Low,Snow,Accident,Highway,Yes
San Antonio,PA,1184,47.99,Low,Clear,Construction,Expressway,No
Phoenix,CA,4792,77.54,Low,Rain,Accident,Urban,No
New York,TX,3195,18.77,Low,Clear,Construction,Urban,Yes
Dallas,TX,2765,21.38,High,Cloudy,Accident,Urban,Yes
San Antonio,IL,403,77.09,High,Rain,Accident,Highway,Yes
Los Angeles,TX,1352,79.97,Medium,Fog,None,Expressway,No
Philadelphia,CA,4132,47.39,High,Rain,Accident,Rural,Yes
Los Angeles,IL,3781,26.16,Low,Rain,None,Rural,No
New York,AZ,4671,107.47,Medium,Cloudy,Accident,Urban,No
San Antonio,TX,559,15.82,Medium,Clear,Breakdown,Highway,No
Los Angeles,TX,1587,88.91,High,Fog,Breakdown,Urban,Yes
Los Angeles,NY,227,25.4,High,Rain,None,Urban,No
Phoenix,AZ,2426,80.11,Low,Clear,Breakdown,Urban,No
Phoenix,AZ,850,83,High,Cloudy,Breakdown,Urban,No
San Antonio,CA,3293,98.47,Medium,Clear,Construction,Expressway,Yes
New York,AZ,3716,53.45,Low,Cloudy,Construction,Urban,Yes
San Diego,NY,987,12.4,Low,Rain,Construction,Rural,Yes
Chicago,CA,3077,99.22,Medium,Fog,Accident,Highway,Yes
Houston,AZ,2070,58.85,Medium,Clear,Breakdown,Highway,No
Dallas,CA,2832,103.18,Medium,Cloudy,Breakdown,Highway,No
Houston,AZ,3590,95.36,Medium,Fog,None,Urban,Yes
San Jose,AZ,2024,64.81,High,Rain,Breakdown,Rural,Yes
Phoenix,PA,1568,119.93,Medium,Clear,None,Rural,Yes
San Antonio,AZ,2719,60.83,High,Snow,Breakdown,Rural,No
Houston,TX,1308,86.62,Medium,Fog,Breakdown,Highway,Yes
New York,AZ,3160,83.68,Medium,Clear,Accident,Expressway,No
Dallas,TX,1292,66.99,Medium,Cloudy,Breakdown,Expressway,No
Houston,IL,2803,74.39,High,Snow,Breakdown,Highway,Yes
Dallas,PA,2725,97.85,Medium,Fog,None,Highway,No
Philadelphia,NY,3722,72.88,High,Snow,Accident,Urban,Yes
New York,CA,469,59.52,Low,Fog,None,Expressway,No
Chicago,CA,702,82.83,Low,Rain,Accident,Highway,Yes
Los Angeles,IL,2921,13.91,Medium,Cloudy,None,Rural,No
Dallas,AZ,3295,22.01,Medium,Cloudy,Construction,Highway,Yes
New York,NY,4959,23.8,Medium,Rain,Breakdown,Urban,Yes
Dallas,IL,917,56.83,Medium,Fog,None,Rural,No
Dallas,IL,4258,105.9,Low,Fog,Breakdown,Rural,No
San Diego,CA,3037,80.76,High,Cloudy,Accident,Expressway,No
San Diego,TX,223,116.99,Medium,Clear,None,Rural,Yes
New York,TX,4782,14.39,Low,Fog,None,Rural,No
San Diego,AZ,1609,89.42,High,Rain,None,Expressway,Yes
San Jose,AZ,4177,44.56,Medium,Cloudy,Accident,Expressway,Yes
Chicago,IL,4642,12.56,Low,Rain,Accident,Rural,No
San Antonio,AZ,2292,100.85,Medium,Rain,None,Rural,No
New York,TX,4673,27.9,Medium,Fog,Accident,Expressway,No
New York,NY,2538,33.55,Low,Rain,Breakdown,Rural,Yes
San Jose,CA,1562,47.45,Medium,Cloudy,Accident,Expressway,Yes
Phoenix,TX,2821,96.72,Medium,Clear,Breakdown,Urban,Yes
Phoenix,PA,1693,78.7,Low,Cloudy,Construction,Rural,No
San Diego,AZ,73,39.13,Medium,Snow,None,Highway,Yes
San Antonio,CA,2387,28.53,High,Cloudy,Construction,Urban,No
San Diego,PA,2993,22.05,Medium,Snow,Accident,Urban,No
Philadelphia,CA,4449,26.48,Low,Fog,None,Rural,No
Philadelphia,IL,4776,105.5,Medium,Snow,Accident,Urban,No
Los Angeles,AZ,1766,111.5,Medium,Clear,Construction,Urban,No
Philadelphia,IL,4183,116.48,Medium,Fog,Construction,Rural,Yes
Phoenix,CA,794,101.82,High,Clear,Breakdown,Urban,No
Chicago,IL,4227,107.61,Medium,Snow,Construction,Expressway,No
Philadelphia,AZ,99,99.77,Low,Fog,Accident,Urban,Yes
San Diego,TX,3099,115.39,Low,Snow,None,Expressway,Yes
Dallas,NY,2792,103.02,Low,Rain,Breakdown,Highway,Yes
New York,PA,3939,60.82,Low,Clear,Breakdown,Highway,Yes
Chicago,TX,1672,45.56,Medium,Rain,None,Expressway,No
Chicago,CA,3447,74.26,High,Clear,Construction,Rural,Yes
San Diego,TX,1837,76.9,Low,Clear,None,Expressway,Yes
New York,IL,3405,73.24,Medium,Fog,Breakdown,Expressway,Yes
Phoenix,AZ,1063,87.74,High,Rain,None,Urban,Yes
Chicago,TX,203,86.89,High,Snow,Construction,Rural,No
Los Angeles,TX,2951,19.59,Low,Fog,None,Urban,Yes
San Diego,AZ,2364,41.41,Medium,Clear,Breakdown,Urban,No
Chicago,IL,3506,107.88,Medium,Snow,Construction,Urban,No
San Antonio,NY,2352,74.9,Medium,Clear,Breakdown,Urban,No
New York,TX,4316,46.14,Medium,Clear,Accident,Rural,No
Philadelphia,PA,4063,103.55,Low,Snow,Accident,Urban,Yes
Chicago,CA,666,37.39,High,Cloudy,Accident,Urban,Yes
San Diego,IL,3099,55.01,High,Snow,Construction,Urban,Yes
Philadelphia,IL,4693,40.39,Low,Fog,None,Expressway,Yes
Los Angeles,TX,1975,105.85,High,Snow,Construction,Expressway,No
Philadelphia,PA,2507,90.11,High,Fog,Accident,Expressway,Yes
San Antonio,AZ,1661,60.62,Low,Rain,None,Expressway,Yes
Phoenix,TX,4291,112.55,Low,Snow,None,Urban,No
Chicago,TX,3159,112.02,High,Rain,None,Expressway,Yes
Houston,AZ,2587,88.27,Low,Snow,Breakdown,Highway,No
Houston,CA,4407,108.12,Medium,Fog,None,Rural,Yes
Philadelphia,AZ,1677,89.13,Medium,Rain,Accident,Urban,No
San Jose,TX,4490,79.1,High,Cloudy,Construction,Urban,No
New York,NY,2048,56.29,Low,Snow,None,Urban,Yes
Houston,AZ,2976,40.08,Medium,Fog,None,Rural,Yes
San Jose,CA,1181,16.63,Low,Fog,None,Rural,No
Houston,AZ,2042,98.1,High,Clear,Accident,Highway,No
San Jose,AZ,563,23.44,High,Fog,Breakdown,Expressway,No
New York,IL,762,55.14,Low,Fog,Accident,Highway,Yes
Dallas,IL,3211,35.81,Low,Snow,Breakdown,Urban,Yes
Houston,TX,264,60.01,Low,Rain,Breakdown,Urban,Yes
San Antonio,TX,653,44.65,Medium,Snow,Construction,Expressway,No
Chicago,AZ,3819,101.27,High,Snow,Construction,Expressway,Yes
San Jose,NY,4917,117.6,High,Cloudy,None,Expressway,No
Chicago,PA,719,113.57,Medium,Cloudy,Accident,Urban,Yes
San Diego,TX,1130,78.46,Medium,Snow,None,Urban,Yes
San Diego,AZ,4704,117.72,Medium,Cloudy,Accident,Urban,No
New York,AZ,1475,54.08,High,Clear,Breakdown,Expressway,Yes
San Jose,PA,2319,67.47,Low,Fog,Accident,Urban,No
Los Angeles,AZ,524,38.25,Low,Snow,Construction,Urban,No
San Diego,PA,1181,108.78,High,Rain,Breakdown,Expressway,Yes
New York,PA,912,29.77,High,Cloudy,Construction,Highway,No
San Diego,AZ,861,77.15,Low,Clear,Breakdown,Expressway,Yes
San Diego,AZ,4322,97.94,Medium,Cloudy,Accident,Urban,No
Los Angeles,IL,536,75.49,Medium,Clear,Breakdown,Highway,No
Houston,PA,741,18.67,High,Clear,Breakdown,Expressway,No
Philadelphia,CA,3158,77.26,High,Clear,None,Expressway,No
Dallas,PA,2672,94.38,High,Snow,Accident,Rural,No
San Diego,CA,317,30.66,High,Fog,Accident,Urban,Yes
San Diego,AZ,834,91.06,Low,Snow,Accident,Urban,Yes
San Antonio,TX,3923,106.64,Low,Fog,Construction,Rural,No
Dallas,NY,3021,118.51,High,Rain,Accident,Rural,Yes
Los Angeles,AZ,2451,55.11,Low,Cloudy,Accident,Rural,No
Chicago,NY,4959,12.77,Medium,Snow,Construction,Rural,No
San Jose,IL,3391,56.1,Medium,Cloudy,Construction,Rural,Yes
San Diego,CA,3121,82.63,High,Cloudy,Breakdown,Highway,Yes
Philadelphia,IL,2366,108.05,Medium,Rain,Accident,Rural,No
San Jose,TX,1251,113.19,High,Cloudy,Accident,Expressway,Yes
Dallas,TX,326,110.05,Low,Fog,None,Rural,No
San Jose,PA,356,82.38,High,Snow,Construction,Urban,No
Houston,AZ,680,85.08,Medium,Rain,Accident,Expressway,No
San Diego,PA,2635,10.26,High,Fog,Construction,Expressway,No
San Jose,TX,1187,50.01,Low,Fog,Construction,Expressway,No
Chicago,TX,2231,109.75,Low,Rain,Breakdown,Highway,No
Chicago,PA,1763,85.86,High,Rain,Construction,Highway,No
San Diego,IL,1098,61.47,Medium,Cloudy,Accident,Rural,Yes
Phoenix,NY,1633,21.47,High,Clear,None,Expressway,Yes
Chicago,CA,3401,37.09,High,Fog,Breakdown,Highway,Yes
San Jose,TX,4958,71.04,Medium,Fog,Breakdown,Expressway,No
New York,PA,1884,108.73,High,Clear,Construction,Urban,Yes
Chicago,TX,1001,20.54,Low,Fog,Breakdown,Expressway,No
Dallas,IL,2082,26.91,Low,Snow,Accident,Rural,No
Phoenix,CA,1274,82.05,Medium,Cloudy,Breakdown,Urban,No
San Jose,IL,82,42.36,Low,Cloudy,Accident,Expressway,No
Los Angeles,NY,146,28.67,Low,Snow,None,Rural,Yes
San Antonio,IL,4408,29.63,Medium,Clear,Construction,Rural,Yes
Los Angeles,CA,3191,64.19,High,Rain,Construction,Highway,No
Houston,CA,2827,74.21,High,Fog,Breakdown,Urban,No
San Antonio,TX,3328,109.48,Medium,Fog,None,Highway,No
Houston,NY,221,68.28,Medium,Rain,Construction,Highway,No
San Antonio,AZ,4903,86.04,High,Rain,Construction,Rural,No
San Antonio,TX,950,29.88,Low,Clear,Accident,Expressway,Yes
New York,PA,4416,88.48,High,Fog,Accident,Expressway,Yes
Philadelphia,IL,791,81.36,Low,Rain,Accident,Urban,No
Dallas,IL,2664,33.78,Low,Fog,Accident,Urban,No
Los Angeles,CA,1972,83.63,Medium,Snow,Breakdown,Urban,Yes
Chicago,PA,2747,33.26,Low,Rain,Breakdown,Highway,Yes
San Jose,CA,440,75.29,Medium,Clear,Accident,Expressway,Yes
Phoenix,PA,1008,83.57,Low,Clear,None,Urban,No
Dallas,CA,4720,86.27,High,Fog,Breakdown,Expressway,Yes
Houston,AZ,393,110.02,Low,Fog,Accident,Expressway,Yes
New York,AZ,3531,114.26,High,Clear,Accident,Urban,Yes
Houston,TX,1619,99.12,Medium,Fog,None,Rural,Yes
Philadelphia,AZ,505,106.66,Medium,Clear,None,Urban,No
Phoenix,PA,493,12.13,Low,Cloudy,None,Expressway,Yes
New York,CA,4342,49.89,High,Clear,Construction,Expressway,No
Houston,PA,2965,14.37,Low,Cloudy,Construction,Urban,No
Philadelphia,TX,2460,34.73,Medium,Snow,None,Rural,No
San Jose,TX,3531,51.99,High,Snow,Breakdown,Expressway,Yes
San Jose,NY,1467,105.43,Medium,Snow,Breakdown,Expressway,No
Houston,AZ,720,66.29,Medium,Rain,Accident,Rural,Yes
Dallas,IL,2334,81.37,Low,Clear,Accident,Urban,No
Phoenix,IL,4606,49.91,Low,Cloudy,None,Rural,No
San Diego,NY,149,76.32,Low,Cloudy,Construction,Expressway,No
Dallas,CA,2837,99.71,Low,Cloudy,Accident,Urban,Yes
San Jose,NY,457,43.14,Medium,Clear,Breakdown,Highway,No
Phoenix,CA,1027,112.55,Medium,Snow,Accident,Highway,Yes
Philadelphia,AZ,2848,33.46,High,Rain,Breakdown,Rural,Yes
New York,AZ,192,111.12,Low,Clear,None,Rural,No
San Antonio,TX,3126,13.11,High,Rain,Construction,Rural,No
Houston,TX,769,69.7,Low,Rain,Construction,Rural,No
Los Angeles,TX,1509,118.37,High,Rain,Breakdown,Urban,Yes
Phoenix,TX,467,77.08,High,Clear,Accident,Urban,No
Chicago,IL,1154,71.03,Low,Snow,None,Expressway,Yes
Philadelphia,TX,594,85.07,Low,Snow,Accident,Expressway,No
San Diego,TX,3338,41.82,Medium,Fog,Breakdown,Expressway,No
San Antonio,TX,822,15.93,Medium,Cloudy,Accident,Expressway,No
Chicago,CA,1743,37.62,Low,Cloudy,Breakdown,Urban,Yes
San Diego,PA,1118,29.39,Low,Snow,None,Rural,Yes
Los Angeles,TX,3753,111.59,Low,Cloudy,Construction,Expressway,No
San Jose,NY,4273,103.75,Low,Snow,None,Highway,No
Dallas,TX,1623,44.95,High,Rain,Breakdown,Urban,Yes
Houston,TX,3843,101.97,High,Fog,Breakdown,Highway,No
New York,IL,2703,33.29,High,Cloudy,Construction,Urban,Yes
San Diego,PA,590,31.95,High,Rain,Breakdown,Urban,Yes
San Antonio,TX,2261,94.43,Medium,Cloudy,None,Rural,No
Phoenix,PA,2746,45.96,Low,Fog,None,Rural,Yes
San Jose,CA,1608,17.13,High,Clear,Construction,Expressway,No
Phoenix,AZ,180,89.2,High,Fog,Breakdown,Expressway,No
San Antonio,PA,2793,118.86,Low,Rain,Breakdown,Highway,Yes
Phoenix,PA,4649,72.26,High,Fog,None,Highway,No
San Diego,TX,3870,39,High,Rain,Breakdown,Expressway,Yes
Philadelphia,TX,2281,51.02,Medium,Fog,Breakdown,Expressway,No
Phoenix,TX,875,81.35,High,Cloudy,None,Rural,No
Dallas,IL,2768,87.15,Low,Fog,Breakdown,Expressway,No
Los Angeles,AZ,1072,107.5,High,Fog,Construction,Rural,No
New York,IL,2651,109.97,Medium,Snow,None,Expressway,Yes
San Diego,IL,4276,104.74,Medium,Fog,None,Highway,No
Chicago,IL,746,81.33,Low,Cloudy,Construction,Rural,Yes
San Antonio,CA,1087,59.48,Medium,Rain,Construction,Urban,Yes
San Jose,AZ,863,84.72,High,Clear,Accident,Expressway,Yes
San Diego,CA,3887,83.32,Low,Clear,Construction,Urban,Yes
Philadelphia,CA,708,33.98,High,Clear,None,Rural,No
San Jose,AZ,2477,65.83,Low,Clear,Construction,Rural,Yes
Dallas,CA,1133,32.9,Medium,Rain,Breakdown,Highway,Yes
San Antonio,AZ,3024,108.9,Medium,Rain,Breakdown,Expressway,No
San Jose,PA,1233,45.56,High,Clear,Construction,Rural,No
Phoenix,PA,2674,98.6,Medium,Fog,None,Rural,Yes
San Diego,TX,2782,51.49,High,Fog,Breakdown,Expressway,No
Los Angeles,IL,2047,94.01,Medium,Snow,Construction,Expressway,Yes
San Antonio,PA,2061,34.3,Medium,Rain,None,Urban,Yes
Houston,PA,1298,94.01,High,Snow,Accident,Rural,Yes
Dallas,CA,3786,29.75,Medium,Cloudy,Breakdown,Rural,No
New York,AZ,2463,63.99,Low,Rain,Accident,Urban,No
San Antonio,NY,4393,22.5,Medium,Clear,Breakdown,Rural,Yes
Philadelphia,CA,61,68.07,Low,Clear,None,Highway,Yes
San Diego,CA,2060,100.28,Low,Snow,Accident,Rural,No
Phoenix,AZ,3657,93.11,Low,Rain,Construction,Highway,No
New York,NY,786,15.58,Low,Fog,None,Urban,No
New York,NY,559,64.14,Low,Rain,Accident,Urban,No
Dallas,TX,1318,103.74,Medium,Snow,Breakdown,Expressway,No
San Jose,CA,4316,81.51,Medium,Snow,Construction,Expressway,Yes
Philadelphia,IL,4866,16.51,High,Clear,Construction,Urban,No
San Jose,PA,3092,45.82,High,Clear,Accident,Expressway,No
Phoenix,CA,4960,71.22,High,Cloudy,Construction,Rural,No
New York,IL,1108,28.99,High,Snow,Accident,Urban,No
Philadelphia,IL,4350,85.01,Low,Cloudy,Breakdown,Rural,No
Philadelphia,AZ,939,79.83,Medium,Cloudy,Construction,Highway,Yes
Chicago,CA,3002,32.27,Low,Clear,Breakdown,Rural,Yes
San Diego,AZ,3387,70.54,High,Fog,Construction,Expressway,Yes
New York,TX,3731,99.29,Low,Clear,Breakdown,Rural,Yes
New York,IL,2794,51.23,High,Rain,Construction,Rural,Yes
Philadelphia,NY,4895,37.17,High,Fog,None,Urban,Yes
San Jose,IL,1558,87.13,High,Snow,Construction,Rural,Yes
New York,TX,3387,17.79,High,Fog,Breakdown,Rural,No
Philadelphia,IL,3083,101.59,Medium,Snow,None,Urban,No
New York,AZ,1817,113.78,High,Snow,Breakdown,Expressway,Yes
Philadelphia,CA,1182,116.13,Medium,Cloudy,Accident,Highway,Yes
Chicago,NY,1251,57.58,Medium,Rain,Accident,Highway,Yes
San Diego,AZ,298,78.55,High,Clear,None,Expressway,Yes
Philadelphia,PA,1945,104.31,Medium,Cloudy,Accident,Rural,Yes
New York,CA,279,34.58,High,Cloudy,None,Expressway,No
Phoenix,NY,2725,13.05,High,Rain,None,Expressway,Yes
San Diego,TX,1334,52.3,High,Clear,Construction,Highway,Yes
Chicago,IL,2925,107.28,High,Cloudy,None,Highway,No
Philadelphia,NY,370,65.56,Medium,Fog,Breakdown,Rural,Yes
Phoenix,PA,77,68.32,Low,Clear,None,Expressway,No
Philadelphia,TX,2948,86.06,Low,Rain,Breakdown,Highway,No
San Jose,CA,559,73.2,High,Fog,Accident,Highway,No
New York,NY,690,15.99,High,Fog,Accident,Urban,No
San Antonio,TX,4686,71.69,High,Cloudy,Construction,Urban,No
Dallas,CA,3300,81.28,Low,Rain,Construction,Rural,No
Los Angeles,AZ,3797,80.58,Low,Rain,Accident,Expressway,Yes
San Jose,IL,2769,90.12,High,Cloudy,Construction,Urban,No
Phoenix,TX,3953,67.19,Medium,Clear,Construction,Rural,Yes
San Jose,AZ,1361,109.01,Medium,Snow,Construction,Highway,No
Houston,PA,3386,61.07,Low,Cloudy,Accident,Highway,Yes
Philadelphia,PA,1540,67,Medium,Fog,Construction,Urban,Yes
Philadelphia,CA,1468,95.83,Medium,Snow,None,Urban,Yes
Los Angeles,NY,1508,101.66,High,Clear,Accident,Expressway,Yes
Los Angeles,IL,3509,81.32,Medium,Clear,Breakdown,Highway,No
Houston,CA,4954,23.9,High,Clear,None,Highway,Yes
New York,TX,2617,46.51,High,Snow,Breakdown,Highway,No
Dallas,IL,1387,12.22,High,Cloudy,Accident,Highway,No
San Antonio,AZ,3742,42.5,High,Rain,Breakdown,Highway,Yes
San Antonio,IL,4659,72.73,Medium,Cloudy,Construction,Expressway,No
Chicago,AZ,3131,98.58,Low,Cloudy,Breakdown,Expressway,No
Chicago,CA,396,74.42,Medium,Snow,None,Rural,Yes
New York,NY,166,14.39,Low,Fog,Accident,Highway,Yes
Chicago,PA,2508,38.5,Low,Snow,Accident,Urban,Yes
Chicago,IL,1470,73.59,High,Fog,None,Highway,Yes
Houston,NY,1904,88,Medium,Snow,Accident,Urban,No
Houston,NY,3132,105.31,Low,Fog,Breakdown,Expressway,Yes
Chicago,PA,1681,116.44,Low,Rain,Breakdown,Expressway,Yes
San Jose,IL,2049,108.1,Medium,Rain,None,Rural,Yes
San Diego,IL,2195,61.41,Low,Clear,Breakdown,Urban,No
San Diego,NY,4427,92.16,Medium,Clear,Breakdown,Rural,Yes
New York,TX,856,36.46,High,Fog,Accident,Rural,Yes
San Antonio,TX,1741,17.02,Low,Cloudy,None,Expressway,No
Los Angeles,IL,2754,16.06,High,Clear,Construction,Rural,No
New York,NY,3485,36.54,Low,Snow,None,Highway,Yes
Chicago,NY,260,14.13,High,Rain,Construction,Highway,No
Houston,CA,1740,103.53,Low,Clear,Construction,Highway,Yes
Philadelphia,NY,1827,63.89,Medium,Clear,Construction,Highway,Yes
San Jose,PA,3197,99.2,High,Clear,None,Rural,No
Phoenix,TX,2549,113.39,Medium,Snow,Construction,Highway,Yes
Houston,CA,736,119.33,Low,Snow,Accident,Rural,No
San Diego,PA,2720,113.09,High,Clear,Breakdown,Urban,Yes
Houston,TX,979,88.82,High,Cloudy,None,Highway,Yes
San Jose,PA,4163,58.62,Low,Cloudy,None,Urban,No
Los Angeles,AZ,1364,75.78,Low,Snow,None,Rural,No
Chicago,IL,2883,99.81,Low,Snow,Accident,Highway,Yes
Philadelphia,AZ,1823,108.73,Medium,Rain,Breakdown,Highway,No
San Diego,IL,2295,115.21,High,Cloudy,None,Urban,Yes
San Diego,TX,1235,90.37,High,Clear,Construction,Rural,No
Dallas,TX,2514,69.39,Medium,Fog,Accident,Rural,Yes
San Antonio,AZ,433,116.52,High,Rain,Construction,Rural,Yes
Los Angeles,PA,3973,115.45,Medium,Rain,None,Urban,Yes
San Diego,IL,1571,62.53,Medium,Clear,Construction,Urban,No
San Antonio,IL,1029,81.35,Low,Clear,Breakdown,Rural,No
San Diego,CA,4227,99.02,Medium,Snow,Breakdown,Highway,Yes
Chicago,NY,3660,57.64,High,Cloudy,Construction,Highway,Yes
San Antonio,PA,3320,101.23,High,Snow,Accident,Rural,Yes
San Jose,PA,2003,22.26,Low,Cloudy,Accident,Urban,Yes
Dallas,CA,1534,62.93,High,Cloudy,Accident,Rural,Yes
Chicago,TX,933,63.09,Medium,Fog,None,Urban,No
San Jose,AZ,2577,85.31,High,Rain,Breakdown,Rural,No
Philadelphia,PA,4873,22.81,Medium,Fog,Accident,Expressway,Yes
Los Angeles,IL,173,21.35,High,Clear,Breakdown,Rural,Yes
